Id,SalePrice
1461,122833.56589705373
1462,160852.42343945793
1463,190673.86025736062
1464,192357.79309802424
1465,177867.3459456052
1466,175798.28066252236
1467,177743.1223959158
1468,171469.49580450152
1469,175706.07013757923
1470,128069.37873067854
1471,196611.76052146807
1472,97134.1885356296
1473,100861.46403749114
1474,150840.2008083742
1475,124149.82325620703
1476,382081.0534971622
1477,258806.81277698188
1478,294787.61928973836
1479,271824.3740780226
1480,516706.21939181373
1481,328923.44164434157
1482,206335.15869260166
1483,177335.18453534148
1484,167662.75659205456
1485,174647.68596545717
1486,196910.9048268809
1487,324715.35728780815
1488,225189.9067290126
1489,207595.7664392558
1490,225869.12731109755
1491,186586.5685224754
1492,92749.5471712376
1493,180333.85309232422
1494,288466.4994466368
1495,288769.4847782249
1496,232757.39983103547
1497,200875.71095537397
1498,160836.2156771052
1499,158531.0493154489
1500,159793.58405612467
1501,178422.5946015338
1502,154171.27182948406
1503,290133.39252842683
1504,236424.67342374803
1505,223716.14562833565
1506,189999.81209049764
1507,255202.14258631895
1508,191060.07300637313
1509,166044.64944817155
1510,148472.87606929196
1511,149070.42548586975
1512,171891.5542076608
1513,143125.73158767907
1514,161056.34341805775
1515,197699.31573475094
1516,152252.12607252694
1517,158412.5924211771
1518,131066.51877233598
1519,222416.86808819798
1520,135603.16336933157
1521,140452.40003022648
1522,163597.4938133945
1523,112875.71159457698
1524,123791.85539360301
1525,123615.86032830036
1526,117551.50570511112
1527,106645.48827570766
1528,131170.44871643122
1529,149594.4147044332
1530,167901.60910184836
1531,115772.05791232538
1532,99690.24516616386
1533,147594.35985508794
1534,117087.63303365058
1535,153264.25172526218
1536,114701.56314881217
1537,74891.66156263952
1538,162569.31764911202
1539,191764.66194881665
1540,105497.23723918307
1541,143716.59481317844
1542,139953.8793649532
1543,211695.54660662348
1544,82116.53529226732
1545,110830.3995441875
1546,128723.19540705587
1547,138288.45647277153
1548,133688.36513303823
1549,113020.61186642971
1550,139943.61006970634
1551,111947.92041491932
1552,137151.6863525625
1553,155685.15625295616
1554,116832.02613402631
1555,166571.37957747217
1556,90792.5165788684
1557,117661.34545641416
1558,102521.48002964746
1559,98331.48505633697
1560,130253.54765279069
1561,147061.67514025414
1562,124135.42997319989
1563,123659.47300945796
1564,152669.57551009735
1565,144942.23636262378
1566,235715.66482162647
1567,76489.95760870955
1568,215105.9413294959
1569,144717.99289031976
1570,140650.09898402108
1571,113744.26555116108
1572,145238.61576387385
1573,234974.34561192797
1574,117938.4414824436
1575,226683.53487956192
1576,235581.39160661557
1577,196257.9997252861
1578,141958.50522262228
1579,150455.77402747833
1580,190660.8160146779
1581,151270.3962266142
1582,129102.72121812857
1583,317307.5871258258
1584,229842.00970376324
1585,142102.5467067655
1586,72096.76685638014
1587,99580.03783377407
1588,154075.5625654346
1589,99624.98315157452
1590,134855.67111906255
1591,97433.9476394884
1592,123779.39243082663
1593,124609.78908092596
1594,140652.6931466105
1595,122457.23116429486
1596,237479.75947786396
1597,182257.04533369263
1598,198248.1798892496
1599,179511.66676761195
1600,172233.98224802397
1601,64255.39181430612
1602,116901.91790396185
1603,94286.73371115167
1604,282336.5506199769
1605,236535.143212485
1606,168572.17040541366
1607,168382.4401357745
1608,211995.7261182769
1609,194719.91757915093
1610,162749.97314977506
1611,144018.33298794203
1612,173682.42674221174
1613,167357.6288949127
1614,123546.96253407779
1615,93215.62073723681
1616,76879.75741440001
1617,95500.32203090038
1618,124428.72396078927
1619,139218.75146454028
1620,178864.28861908062
1621,139206.75785479887
1622,142904.1746639916
1623,284967.8734366566
1624,213282.3598440431
1625,122991.50391675817
1626,162243.74139801966
1627,189333.8460984882
1628,272909.7724158894
1629,177100.3205171357
1630,382337.3046387
1631,205935.92776731832
1632,238410.90577855526
1633,169445.45224303362
1634,189043.13329877143
1635,179109.66991413484
1636,161679.78398915456
1637,203727.21198176994
1638,197072.0710942156
1639,185061.3374497709
1640,262833.7868895331
1641,177200.84264309873
1642,230363.12404999463
1643,223865.561908792
1644,232216.44249063506
1645,188312.23410542807
1646,159565.10069170117
1647,156805.26384973375
1648,134474.73830417098
1649,138318.46076123853
1650,118009.54765745613
1651,122928.95700679818
1652,97087.04745793194
1653,99629.7147389057
1654,151481.76933468576
1655,142025.00265033758
1656,147987.7247217124
1657,151184.10562357013
1658,150014.57134611104
1659,129094.60373755636
1660,156456.4975770401
1661,477570.7056305437
1662,389767.7122908388
1663,374769.44025914284
1664,523881.20873409463
1665,311579.73617534316
1666,329274.9355369295
1667,363725.16450941813
1668,334527.76481387066
1669,293180.9517006375
1670,332058.83817908267
1671,266810.0579625276
1672,492685.24153505656
1673,291756.1660286465
1674,241593.98540027827
1675,193605.73722835508
1676,193719.95240851794
1677,224183.81930531698
1678,510706.72917822486
1679,396461.6711021839
1680,354804.27394421626
1681,252024.20073478547
1682,307777.06063733937
1683,179921.7463733658
1684,170960.53951612435
1685,171581.08879695
1686,169254.63132724958
1687,166027.81042164032
1688,189817.40887996263
1689,190008.1450831319
1690,186305.24734753766
1691,178384.557158714
1692,253618.28687607343
1693,166981.9451409862
1694,182918.56977674906
1695,167595.83252312054
1696,269608.42418881203
1697,172784.8100913097
1698,346478.08857382386
1699,318060.29752987635
1700,256097.96323227877
1701,267187.0466058619
1702,251562.16617552892
1703,248730.24561632914
1704,277774.53560200956
1705,231283.2816044406
1706,479626.5259289655
1707,216446.75299631205
1708,215624.7666053047
1709,272838.5509244846
1710,224344.4101148793
1711,258121.6317524814
1712,268634.8877366481
1713,263406.121094999
1714,218456.97009557966
1715,204625.40700231754
1716,187408.5886631753
1717,171325.81326821956
1718,138430.13677546597
1719,200384.63986002392
1720,237974.9556584572
1721,163005.69067794218
1722,128765.04875405166
1723,157612.10286624663
1724,212510.83630184762
1725,236641.72454899916
1726,196536.1483287646
1727,167473.10613727674
1728,178233.86539488088
1729,168230.03430429468
1730,154146.11937327884
1731,121074.7524088953
1732,130764.34535372764
1733,117640.95900191148
1734,122692.19639283895
1735,137173.8904731292
1736,116650.0935793354
1737,322274.0063029925
1738,228075.1205734944
1739,285294.2561852966
1740,230702.4808240875
1741,196006.8481796597
1742,176066.47363032677
1743,174179.99565054607
1744,313340.91088737553
1745,211618.74262277453
1746,202179.87157373014
1747,219914.75395777874
1748,232580.67823530667
1749,158504.45207632944
1750,135830.63542926827
1751,235320.24026448934
1752,121573.70541446912
1753,146233.53613192786
1754,194146.97025267858
1755,168709.3417655368
1756,131281.25029451135
1757,120434.94782057255
1758,149959.94940472246
1759,162845.97790681248
1760,161648.50080256368
1761,139064.29472707747
1762,183422.9138977561
1763,174303.2569024539
1764,119070.12223539125
1765,180863.45987218275
1766,170251.1646909566
1767,218151.17401653112
1768,147585.36157366508
1769,169404.69022670144
1770,152325.65688742982
1771,130136.58077452623
1772,141430.1161128094
1773,137257.44207348212
1774,139060.47316803195
1775,139719.94841174455
1776,124848.92329661775
1777,113848.88775042925
1778,142895.7912898256
1779,112140.4916875578
1780,166356.86225914262
1781,133980.8907714765
1782,91236.49957507727
1783,138634.66606543463
1784,110833.24750405664
1785,122155.2463590528
1786,134158.56672431214
1787,165098.58090445236
1788,57596.351920783214
1789,101622.36187534202
1790,78173.84024310611
1791,183308.25712552882
1792,158971.4790243833
1793,134144.49527216773
1794,149909.51364180917
1795,136473.77817214234
1796,128825.50223348485
1797,123044.94077090095
1798,126913.46019700501
1799,110510.57960284952
1800,130376.74838399189
1801,130477.80119177711
1802,124359.00837462544
1803,146438.7169738182
1804,143315.9070006658
1805,132876.29240300698
1806,125885.87300072506
1807,132275.54195648007
1808,117880.59996640852
1809,124879.68768624315
1810,144500.91682875727
1811,107778.11484493598
1812,102186.9703051039
1813,121530.74519178936
1814,97243.72706038757
1815,55617.80162165262
1816,105056.87221129762
1817,123575.94155384271
1818,164219.57300029928
1819,123700.0526226411
1820,69304.66345292311
1821,103147.81451704478
1822,151061.57656135556
1823,50374.57779092771
1824,137396.73644327774
1825,135390.66621877262
1826,107096.83564565134
1827,101187.68257075059
1828,135907.49468526305
1829,107096.32540822889
1830,142688.40597382456
1831,145789.67743841466
1832,96164.0041661951
1833,149161.6655225928
1834,126812.83930380494
1835,135293.59347170053
1836,147529.86291865096
1837,92459.08989247639
1838,127638.75951035408
1839,103294.43883425681
1840,163451.92467820377
1841,146397.73195462752
1842,85942.75013771014
1843,131258.54719851294
1844,138121.58662580553
1845,139480.08581717216
1846,151482.35196258803
1847,165054.65118146472
1848,59907.92188180082
1849,102989.71417689272
1850,121507.27938849622
1851,161327.65814750624
1852,124652.38184260787
1853,133710.03501904645
1854,164772.681244099
1855,149362.27347947808
1856,218714.31136797473
1857,156604.60947975173
1858,137493.14040829602
1859,119393.6098421001
1860,154054.55614543724
1861,118521.88454421496
1862,310919.1001363152
1863,304547.78810803464
1864,304686.7941188242
1865,344271.5876859591
1866,349503.7688786479
1867,233234.0613420144
1868,308143.3722563892
1869,207116.7831648803
1870,228606.4562390428
1871,253593.30869238614
1872,169519.19702863635
1873,231432.05306847836
1874,142542.02473342628
1875,198454.0943460549
1876,201418.35186580513
1877,211591.25269493993
1878,201130.84298383782
1879,131630.5469608431
1880,136695.3630339186
1881,234541.77823174733
1882,250770.28652938927
1883,196671.99200273363
1884,212527.18068566508
1885,248931.20008858648
1886,303417.5144609509
1887,207118.61980580783
1888,269116.68430392235
1889,161749.0336805108
1890,131036.17374160954
1891,140313.3877857533
1892,100457.01887040454
1893,135433.80669980065
1894,125714.07635000811
1895,145491.57400635074
1896,125622.4826594303
1897,118541.38464068813
1898,109275.36546479588
1899,153735.80366398903
1900,144404.0383618304
1901,167566.41435150628
1902,149162.5384572836
1903,228210.14836662053
1904,141159.42579733708
1905,189538.91682561504
1906,164503.0083071347
1907,199709.6347102883
1908,112929.13068817863
1909,133298.42232463526
1910,122692.34746577208
1911,209974.0536226273
1912,307181.26803387713
1913,149159.53404076578
1914,69286.40447615026
1915,333898.6670283332
1916,67193.30255191427
1917,252588.6873623114
1918,137844.18908531195
1919,165285.8278267642
1920,153467.9890145896
1921,445659.14061494044
1922,328776.65559364436
1923,227263.46338576855
1924,225271.90745275162
1925,210659.4531522922
1926,402506.933234344
1927,135810.26939188302
