Id,SalePrice
1461,128844.15035429594
1462,163008.39601952524
1463,185085.85196730884
1464,190919.3794545114
1465,185903.73162294953
1466,177018.3653594085
1467,175493.00015599435
1468,173574.00017601802
1469,170827.019472236
1470,125039.53258818432
1471,192989.21231889454
1472,95303.32994780882
1473,101504.42628476578
1474,153569.17035753955
1475,121465.86688395514
1476,403206.6705310073
1477,266112.15012619604
1478,287141.7276725423
1479,267964.29995838634
1480,510934.76447081397
1481,334601.92350902664
1482,202450.07943062193
1483,178881.88831041777
1484,166965.64461101752
1485,176166.40609790085
1486,193660.94322912922
1487,335621.76108771976
1488,230631.34142172773
1489,211101.7300779486
1490,228391.4260130677
1491,186177.7657174331
1492,95062.77866485633
1493,172484.30003181766
1494,289320.51544622745
1495,289760.1674951326
1496,248123.67487980833
1497,186759.36870721602
1498,160291.48885136485
1499,155905.7602087101
1500,164021.19493909323
1501,176905.84766869323
1502,150607.1150317519
1503,283650.16875964805
1504,237704.50517111487
1505,221304.50265229298
1506,180851.532263733
1507,259164.23791996643
1508,191731.6920911368
1509,161959.53534976012
1510,149818.23672863006
1511,147322.18958677558
1512,176962.64933573562
1513,141188.71935718693
1514,159355.17252488763
1515,193486.9915823495
1516,157467.6898881856
1517,153475.48118731182
1518,129282.37607180091
1519,222958.99619293353
1520,134013.35882322083
1521,138349.50496612824
1522,165116.23215436126
1523,114697.0328011985
1524,123574.55103813489
1525,123522.67263368884
1526,118686.69711758768
1527,105585.99294468883
1528,129962.20337973596
1529,147639.78334111834
1530,169707.85732926172
1531,107154.11657389649
1532,97135.71655298331
1533,144564.31207570047
1534,121072.28195630807
1535,144358.46077958663
1536,113659.2043489069
1537,68932.97245641684
1538,165585.68192731688
1539,220141.92758168917
1540,101196.39187409008
1541,137799.1373313085
1542,134901.7296015396
1543,219148.59248224637
1544,77657.89513663383
1545,106422.59599138277
1546,125251.0031515249
1547,142223.91395503067
1548,134814.67768107486
1549,118540.41678899006
1550,138339.54332344473
1551,108398.28907562
1552,130604.36710964894
1553,148396.31109527106
1554,113157.22700268046
1555,164764.10305631015
1556,91449.37885921239
1557,106662.2758284493
1558,102082.52173290966
1559,94841.67443106169
1560,124590.97050277544
1561,147669.0902088011
1562,123036.64629398467
1563,127373.07783159157
1564,161107.28425628602
1565,145926.9720533575
1566,245693.80929798444
1567,76309.77273966526
1568,217416.9665516341
1569,142358.06749659422
1570,134656.55253880232
1571,112601.03359263095
1572,143903.49242269102
1573,239914.0026110246
1574,114791.77119096318
1575,212040.79747517477
1576,231314.94180799415
1577,198337.68265191096
1578,142390.00782484649
1579,144295.30378398034
1580,187792.80862952824
1581,141793.3062223855
1582,128018.81713678296
1583,308477.64684277924
1584,227319.86472551528
1585,139692.99097143539
1586,77197.43148241921
1587,93500.725944514
1588,151904.11373762944
1589,92992.91774500185
1590,134128.00413645923
1591,100922.73185181984
1592,125783.9710797893
1593,128954.35540579777
1594,144888.02114771196
1595,115262.68895427887
1596,230197.13799305703
1597,197879.2663173439
1598,201423.72271070362
1599,169181.48241844977
1600,163810.90698811543
1601,54853.692835916
1602,109161.46642137191
1603,86905.37687439637
1604,280327.1206839233
1605,237881.06993571683
1606,169068.92560609628
1607,161683.8209177114
1608,216467.14145721224
1609,201173.37656533942
1610,166818.9739137399
1611,145265.0368964672
1612,179323.40393434773
1613,165946.49345606528
1614,122909.05073112776
1615,93273.34644059141
1616,72607.93198702318
1617,91152.35924992894
1618,127357.11878311964
1619,141895.83603036427
1620,162844.69449661937
1621,136789.59513797436
1622,138218.68248491373
1623,288160.06102360727
1624,214202.79843928985
1625,128716.826177903
1626,157817.53704106217
1627,185336.20168838376
1628,270176.5073341231
1629,177852.65981171682
1630,366099.1565560047
1631,197732.96579529665
1632,245276.33276491732
1633,168129.98041441326
1634,186989.51371674094
1635,178644.00519777162
1636,157061.3990041121
1637,196682.06006649692
1638,200280.50674751154
1639,179842.9620459785
1640,260497.81338067076
1641,168421.20540385295
1642,230977.14489233284
1643,220197.69383424998
1644,232540.24177333544
1645,192427.29801038405
1646,159250.74687387334
1647,155305.57818025933
1648,130534.6697623776
1649,141175.45116653718
1650,119764.91953636456
1651,124630.02001985634
1652,94273.61069164154
1653,97122.2579805523
1654,152429.6216115022
1655,140836.05761243595
1656,149333.44654150473
1657,153832.12610705162
1658,146367.540191115
1659,127659.49394507131
1660,150979.12390772346
1661,472970.3025821096
1662,382379.3066345747
1663,361894.2840304221
1664,511946.36182232975
1665,303284.007962919
1666,344585.1020985589
1667,384860.293073101
1668,328924.40671648475
1669,298027.86571664235
1670,323225.1188580948
1671,274490.14324887906
1672,495392.32700219034
1673,286023.905462288
1674,249271.82285468414
1675,196281.99842550114
1676,198466.81896703492
1677,223108.36419571372
1678,509027.6752151835
1679,408397.42619292764
1680,352860.7223887623
1681,250941.64720177898
1682,316619.4880382306
1683,176942.4178449222
1684,171069.11850152988
1685,173905.00056249127
1686,168429.6322897119
1687,170022.27416218456
1688,188376.3547435042
1689,193606.0150576005
1690,189691.11980708496
1691,179230.5005821012
1692,263521.97711859085
1693,170230.4214190785
1694,184756.79860072155
1695,164355.20588936823
1696,263238.20393755665
1697,166016.26180635756
1698,361762.7396505134
1699,315044.0085969862
1700,259070.37462507942
1701,269606.3174664202
1702,253297.4929091248
1703,253681.91106300318
1704,283464.8047525743
1705,224695.97404595872
1706,475979.3163111717
1707,220229.82208730938
1708,209388.0487323323
1709,272891.9678416893
1710,225414.3328475567
1711,257868.70065717693
1712,254601.00065372826
1713,263532.0350056395
1714,223790.04230084296
1715,204813.2546431263
1716,194359.12346948817
1717,168642.7571162756
1718,137064.09604015463
1719,204887.0299409188
1720,252454.32875779545
1721,164744.7931464776
1722,123971.81003370439
1723,164599.19670973733
1724,211992.72399845056
1725,235475.4902232002
1726,193003.55439413677
1727,162963.08507228838
1728,183105.9400309221
1729,168518.61192431083
1730,168338.75076512597
1731,122961.52326259739
1732,133132.42938860078
1733,114497.26980037501
1734,119679.35379776958
1735,128591.3673535911
1736,121451.70749001797
1737,341603.19458449684
1738,218677.16259761964
1739,291205.5193530039
1740,217626.8554847621
1741,206113.1578091049
1742,173372.04866026135
1743,180277.88913397386
1744,310965.85703612026
1745,214836.15755616422
1746,219775.57532529085
1747,219499.17744902428
